,Statement,Verbs/Skills,Grade,Subject
15,"(16) Citizenship. The student understands important symbols, customs, celebrations, and landmarks that represent American beliefs and principles that contribute to our national identity. The student is expected to: (A) explain various patriotic symbols, including Uncle Sam; national celebrations such as Labor Day; and political symbols such as the donkey and elephant; (B) sing or recite ""The Star-Spangled Banner"" and explain its history; (C) recite and explain the meaning of the Pledge of Allegiance to the United States Flag; and (D) explain the significance of important landmarks, including the White House, the Statue of Liberty, and Mount Rushmore.",understand; represent; contribute; expect; explain; include; sing; recite; explain; explain; explain; include,Grade 5,SOCIAL STUDIES
16,"(17) Citizenship. The student understands the importance of individual participation in the democratic process at the local, state, and national levels. The student is expected to: (A) explain why individuals have a duty to participate in civic affairs at the local, state, and national levels; and (B) explain how to contact elected and appointed leaders in local, state, and national governments.",understand; expect; explain; have; participate; explain; contact; elect; appoint,Grade 5,SOCIAL STUDIES
17,"(18) Citizenship. The student understands the importance of effective leadership in a constitutional republic. The student is expected to: (A) identify past and present leaders in the national government, including the president and various members of Congress, and their political parties; and (B) identify leadership qualities of national leaders, past and present.",understand; expect; identify; include; identify,Grade 5,SOCIAL STUDIES
18,"(19) Citizenship. The student understands the fundamental rights of American citizens guaranteed in the Bill of Rights. The student is expected to describe the fundamental rights guaranteed in the Bill of Rights, including freedom of religion, speech, and press; the right to assemble and petition the government; the right to keep and bear arms; the right to trial by jury; and the right to an attorney.",understand; guarantee; expect; describe; guarantee; include; assemble; petition; keep; bear,Grade 5,SOCIAL STUDIES
19,"(20) Culture. The student understands the relationship between the arts and the times during which they were created. The student is expected to: (A) identify significant examples of art, music, and literature from various periods in U.S. history such as the painting American Progress, ""Yankee Doodle,"" and ""Paul Revere's Ride""; and (B) explain how examples of art, music, and literature reflect the times during which they were created.",understand; create; expect; identify; paint; explain; reflect; create,Grade 5,SOCIAL STUDIES
20,"(21) Culture. The student understands the contributions of people of various racial, ethnic, and religious groups to the United States culture. The student is expected to: (A) describe customs and traditions of various racial, ethnic, and religious groups in the United States; and (B) summarize the contributions of people of various racial, ethnic, and religious groups to our national identity.",understand; expect; describe; summarize,Grade 5,SOCIAL STUDIES
21,"(22) Science, technology, and society. The student understands the impact of science and technology on society in the United States. The student is expected to: (A) identify the accomplishments of notable individuals in the fields of science and technology such as Benjamin Franklin, Eli Whitney, John Deere, Thomas Edison, Alexander Graham Bell, George Washington Carver, the Wright Brothers, and Neil Armstrong; (B) identify how scientific discoveries, technological innovations, and the rapid growth of technology industries have advanced the economic development of the United States, including the transcontinental railroad and the space program; and (C) explain how scientific discoveries and technological innovations in the fields of medicine, communication, and transportation have benefited individuals and society in the United States.",understand; expect; identify; identify; advance; include; explain; benefit,Grade 5,SOCIAL STUDIES
22,"(23) Social studies skills. The student applies critical-thinking skills to organize and use information acquired from a variety of valid sources, including technology. The student is expected to: (A) differentiate between, locate, and use valid primary and secondary sources such as technology; interviews; biographies; oral, print, and visual material; documents; and artifacts to acquire information about the United States; (B) analyze information by applying absolute and relative chronology through sequencing, categorizing, identifying cause-and-effect relationships, comparing, contrasting, finding the main idea, summarizing, making generalizations and predictions, and drawing inferences and conclusions; (C) organize and interpret information in outlines, reports, databases, and visuals, including graphs, charts, timelines, and maps; (D) identify different points of view about an issue, topic, historical event, or current event; and (E) identify the historical context of an event.",skill; apply; organize; use; acquire; include; expect; use; artifact; acquire; analyze; apply; sequence; categorize; identify; compare; contrast; find; make; draw; organize; interpret; include; identify; identify,Grade 5,SOCIAL STUDIES
23,"(24) Social studies skills. The student uses geographic tools to collect, analyze, and interpret data. The student is expected to: (A) apply mapping elements, including grid systems, legends, symbols, scales, and compass roses, to create and interpret maps; and (B) interpret geographic data, population distribution, and natural resources into a variety of formats such as graphs and maps.",skill; use; collect; analyze; interpret; expect; apply; include; create; interpret; interpret,Grade 5,SOCIAL STUDIES
24,"(25) Social studies skills. The student communicates in written, oral, and visual forms. The student is expected to: (A) use social studies terminology correctly; (B) incorporate main and supporting ideas in verbal and written communication; (C) express ideas orally based on research and experiences; and (D) create written and visual material such as journal entries, reports, graphic organizers, outlines, and bibliographies.",skill; write; expect; use; incorporate; support; write; base; create; write; outline,Grade 5,SOCIAL STUDIES
25,"(26) Social studies skills. The student uses problem-solving and decision-making skills, working independently and with others. The student is expected to use problem-solving and decision-making processes to identify a problem, gather information, list and consider options, consider advantages and disadvantages, choose and implement a solution, and evaluate the effectiveness of the solution.",skill; use; make; work; expect; use; make; identify; gather; list; consider; consider; choose; implement; evaluate,Grade 5,SOCIAL STUDIES
